3 0 3	.CCBBBHH.FL..AAFLY...FLYG.DUU.G.DEE. 
9 7 2	CCBBBYHH.FLYAA.FL...DFL.G.DUU.G.EE.. C99 B99 A99 Y98 D99 E97 
9 7 2	CCDBBBHHDF..AA.FL....FL.GUU.LYGEE..Y C99 L99 A99 D96 U98 Y98 E98 
9 7 2	CCDBBBHHDFL..AAFL....FL.GUU..YGEE..Y C99 A98 D96 U98 Y98 E98 
9 7 2	.CCBBBHH..LYAA..LYG.DFL.G.DFUU.EEF.. F98 A99 Y99 G99 D99 U99 E98 
9 8 1	CCDBBBHHDF..AA.F..G..FL.G.UULY.EE.LY C99 L98 A99 G99 D96 U99 Y98 E98 
9 7 2	CCDBBBHHDFL.GAAFL.G..FLY...UUY..EE.. C99 A98 Y99 G98 D96 E99 
9 6 3	CCDBBBHHDF..AA.FLY...FLYG.UUL.G...EE C99 L99 A99 D96 U99 E99 
9 6 3	CCDBBBHHDFLYAA.FLY...FL.G.UU..G...EE C99 A99 Y99 D96 U99 E99 
9 7 2	.CCBBBGHH.LYGAA.LY..DFL...DFUU.EEF.. H99 F98 Y99 G97 D99 U99 E98 
9 7 2	CCDBBBHHDFL..AAFL....FL.GUU..YG.EE.Y C99 A98 D96 U98 Y98 E99 
9 7 2	CCDBBBHHDF..AA.FL....FL.G.UULYGEE..Y C99 L99 A99 D96 U99 Y98 E98 
9 7 2	CCDBBBHHD.L.AA.FL....FL.GUUF.YG.EE.Y C99 F99 A99 D96 U98 Y98 E99 
9 8 1	CCDBBBHHD.L.AA..L.G..FL.GUUF.Y.EEF.Y C99 F98 A99 G99 D96 U98 Y98 E98 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYG...UUEE.... C99 A99 G99 D96 U99 E97 
9 7 2	.CCBBB..HHL.AA..LYG.DFLYG.DFUU.EEF.. H98 F98 A99 G99 D99 U99 E98 
9 7 2	.CCBBB..HHL...AALYG.DFLYG.DFUU.EEF.. H98 F98 A99 G99 D99 U99 E98 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYGUU....EE... C99 A99 G99 D96 U98 E98 
9 6 3	CC.BBBHHDFL.AADFL....FLYG.UU.YG...EE C99 D97 A99 Y99 U99 E99 
9 6 3	CCBBB.HH.FL.AADFL...DFLYG..UUYGEE... C99 B99 A99 Y99 D98 E98 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYG...UU....EE C99 A99 G99 D96 U99 E99 
9 6 3	CC.BBB.HHFL.AA.FLYG.DFLYG.DUU.....EE C99 H99 A99 D99 G99 E99 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYGUU.....EE.. C99 A99 G99 D96 U98 E99 
9 6 3	CCDBBBHHDFL.AA.FLYG..FLYG...UU...EE. C99 A99 G99 D96 U95 
9 6 3	CCBBB.HH.FLYGAAFLYG.DFL...DUU.....EE C99 B99 Y99 D99 G98 E99 
9 6 3	CCDBBBHHDF..AA.FLYG..FLYGUU.L....EE. C99 L99 A99 G99 D96 U98 
9 6 3	CCDBBBHHD.L.AA.FLYG..FLYGUUF.....EE. C99 F99 A99 G99 D96 U98 
9 6 3	CCDBBBHHDFL..AAFLY...FLYG...UUG...EE C99 A98 D96 U99 E99 
9 7 2	CCBBBY.HHFLY.AAFL...DFL.G.D.UUGEE... C99 B99 H99 Y98 D99 U99 E98 
9 9 0	CCDBBBHHD.......AA...FL.GUUFLYGEEFLY C99 F98 L98 A95 D96 U98 Y98 E98 
